Customer ID,Company Name,Street Address,City,State,Postal Code
A189421,Dongkix,50 Locust Court ,Palm Beach Gardens,FL,33410
A118721,Stanlane,8344 Woodside St. ,Reidsville,NC,27320
A126121,Flux Sports,749 Wentworth Street ,Rosedale,NY,11422
A177921,Inosis,8459 Inverness Ave. ,Hoffman Estates,IL,60169
A127421,Runlane,108 Henry Smith Lane ,Reno,NV,89523
A163621,Lupity,8898 Redwood St. ,Prior Lake,MN,55372
A113221,Roothead,787 Van Dyke Avenue ,Burbank,IL,60459
A161321,"Slant, Morcombe and Honeyplace",668 Miller Road ,Centereach,NY,11720
A149121,Crystal Aviation,58 Glenridge Street ,Massillon,OH,44646
A144921,Stanhouse,9547 East Oak Ave. ,New Windsor,NY,12553
A146821,Faxstreet,3 Ashley St. ,Inman,SC,29349
A152521,Raptolutions,35 Cedar Rd. ,Union,NJ,07083
A132321,Myicious,6 Blue Spring St. ,Miamisburg,OH,45342
A180221,Phoenixland,18 Applegate Dr. ,Mesa,AZ,85203
A142821,Freecom,998 Buckingham Rd. ,Canton,GA,30114
A153121,Kinholdings,36 Brewery St. ,Ashland,OH,44805
A124321,Gale Systems,193 E. Winding Way St. ,Camp Hill,PA,17011
A151321,Zoofan,568 Columbia Court ,Clinton,MD,20735
A125321,Planethouse,551 Creekside Ave. ,Yakima,WA,98908
A142321,Skalane,263 Bridge Street ,Copperas Cove,TX,76522
A174221,Signetworks,8 South Alderwood Ave. ,Scotch Plains,NJ,07076
A186721,Omega Aviation,83 Third Ave. ,Summerfield,FL,34491
A131621,Villacone,946 Arlington Dr. ,Winter Park,FL,32792
A140221,Inescent,94 Cross Dr. ,Amarillo,TX,79106
A157021,Cavenite,20 Thatcher Drive ,Mount Juliet,TN,37122
A187321,Woodforce,287 Tower Rd. ,Brick,NJ,08723
A157321,Plexphase,9 Hilltop Lane ,Front Royal,VA,22630
A172821,Grotto Industries,9963 White Ave. ,South Richmond Hill,NY,11419
A169521,Golden Road Motors,8821 Pleasant Lane ,Saratoga Springs,NY,12866
A116021,TetraCorp ,8785 Shadow Brook Court ,Feasterville Trevose,PA,19053
A123521,Vision Technologies,74 William St. ,Osseo,MN,55311
A147721,Ultrambo,7219 East Pacific Court ,Columbus,GA,31904
A177021,Tenism,7188 East Ryan Drive ,Medina,OH,44256
A121821,Frostfire Navigations,251 Orange Avenue ,Burbank,IL,60459
A124121,Goodhouse,713 Bridle St. ,Malvern,PA,19355
A159121,Roundtam,145 East Theatre St. ,Appleton,WI,54911
A158121,Aurabooks,990 Hill Field Ave. ,Fairfax,VA,22030
A107521,Nightshadow,926 Pendergast Drive ,Auburndale,FL,33823
A130521,Domend,822 Holly Ave. ,Rahway,NJ,07065
A179321,Cloverleaf Industries,2 Primrose Street ,Fond Du Lac,WI,54935
A116821,Phillips Broadcasting,364 Bay Meadows Avenue ,Stamford,CT,06902
A126321,Quanoodle,953 West Hilltop Ave. ,Murfreesboro,TN,37128
A183221,Esent,7671 Lookout Drive ,Perth Amboy,NJ,08861
A109121,Winterchem,374 Wild Horse Avenue ,Buford,GA,30518
A178021,Cervous,508 W. James Avenue ,Lake Jackson,TX,77566
A134721,The Dharma Initiative,9447 Golf Rd. ,Berwyn,IL,60402
A110821,Demodoo,39 Van Dyke Rd. ,Oswego,NY,13126
A191821,Redair,1 Aspen Ave. ,The Villages,FL,32162
A112021,Carezoom,333 Pine Dr. ,Orland Park,IL,60462
A155421,Archise,819 Brickyard Lane ,Decatur,GA,30030
A113321,Edgars Industries ,7718 Poor House St. ,Douglasville,GA,30134
A155321,Indifix,444 St Paul Street ,Baldwin,NY,11510
A143921,Triodex,7322 Center Street ,Millington,TN,38053
A108421,Motionbooks,57 Prospect St. ,Palos Verdes Peninsula,CA,90274
A100321,Canescent,14 West Pennington Road ,Los Banos,CA,93635
A142621,Electrofix,97 West Morris St. ,Snellville,GA,30039
A103621,Statbase,319 Lookout Court ,Roy,UT,84067
A107921,Dentohigh,8351 Bear Hill Lane ,Kenosha,WI,53140
A122021,Viatechnology,979 Rock Creek Drive ,Easton,PA,18042
A131021,Metado,7 Pheasant St. ,Nottingham,MD,21236
A120121,Cathedral Software,8163 Railroad Drive ,Freehold,NJ,07728
A191021,Quotechnology,15 Nicolls Dr. ,Stockbridge,GA,30281
A147621,Zonis,61 Riverside Ave. ,Buffalo,NY,14215
A190121,Sumoid,175 E. Smoky Hollow St. ,Hartselle,AL,35640
A138721,Fairyhive,9 Ocean Lane ,Virginia Beach,VA,23451
A169721,Podive,7297 Brewery Dr. ,Detroit,MI,48205
A177721,Surgesystems,315 Vermont Drive ,Massapequa Park,NY,11762
A173521,Gnomemobile,8264 Carson St. ,Hilliard,OH,43026
A133821,Ozermedia,112 Glen Ridge Court ,Uniondale,NY,11553
A197621,Antelligence,45 Country Court ,Indianapolis,IN,46201
A130721,Albent,70 Rocky River Ave. ,Wantagh,NY,11793
A141621,Hyperist,55 Arcadia Drive ,Freeport,NY,11520
A172521,Lifeshade,447 College Street ,Hillsboro,OR,97124
A139621,Ravenetworks,7454 N. Manchester St. ,Matawan,NJ,07747
A151621,Basehouse,61 W. Griffin Ave. ,Vista,CA,92083
A174921,Cisoid,7544 Stillwater Rd. ,Chesterfield,VA,23832
A199221,Grand and Son Holdings Limited,67 Beech Ave. ,Saginaw,MI,48601
A167121,Bembee,8636 Ridge St. ,Windsor Mill,MD,21244
A174421,Synible,48 Redwood Lane ,Hackensack,NJ,07601
A165121,Kayend,26 Hilldale Ave. ,Starkville,MS,39759
A143621,Triumph Systems,8545 Wild Rose Court ,Moncks Corner,SC,29461
A156721,Susous,34 S. Glen Creek St. ,Tucker,GA,30084
A178821,Hatholdings,89 Park Ave. ,Marlborough,MA,01752
A124721,Domoid,817 Cardinal Court ,Soddy Daisy,TN,37379
A157221,Lion Microsystems,7202 Clark Ave. ,Palm Bay,FL,32907
A154621,Desertking,91 South Edgefield Court ,Osseo,MN,55311
A148821,Bluetouch,890 Old Nichols Avenue ,Lutherville Timonium,MD,21093
A178721,Fander,73 Orchard Court ,Loganville,GA,30052
A192821,Mediaplex,739 Manor Station Road ,Hialeah,FL,33010
A111621,Nymph Records,9740 Church St. ,Flemington,NJ,08822
A173421,Silverstrip,58 Rocky River St. ,Palmetto,FL,34221
A156221,Diazio,39 Lookout Ave. ,Ellicott City,MD,21042
A184421,Driftonics,55 Westport St. ,Vienna,VA,22180
A139121,Gem Productions,31 SW. Marshall Lane ,Biloxi,MS,39532
A122821,Greenstone,7791 Sunnyslope Street ,Downingtown,PA,19335
A121021,Jayzap,8810 W. Ketch Harbour Street ,Groton,CT,06340
A135321,Muffin Buffalo,467 Princeton Drive ,Ponte Vedra Beach,FL,32082
A185721,Purpleworth,8108 Carriage Drive ,Hobart,IN,46342
A115721,Wikita,7354 Cactus Dr. ,Auburndale,FL,33823
A104321,Tinbase,189 Strawberry Ave. ,Oakland Gardens,NY,11364
A191721,Supercane,8777 Fieldstone Lane ,Lake Worth,FL,33460
A177121,Arcaneworth,423 John St. ,Haines City,FL,33844
A169221,Y-Tech,492 Dunbar Ave. ,Oswego,NY,13126
A144121,Aviloo,51 Fulton St. ,Massapequa Park,NY,11762
A184721,Strategic Naval Research Institute,89 Wild Rose Street ,Georgetown,SC,29440
A183821,Signalland,8842 North Westport St. ,Duluth,GA,30096
A111721,Raptor Enterprises,8781 West Elizabeth Drive ,Fairhope,AL,36532
A123421,Aura Sports,943 Spring Lane ,Hermitage,TN,37076
A160921,Sontech,7 East Grove Rd. ,Alabaster,AL,35007
A149821,Jaytrans,34 Lawrence St. ,Thibodaux,LA,70301
A146521,Retrax,711 Trenton Street ,Deltona,FL,32725
A116321,Lexitechi,8032 Big Rock Cove Ave. ,Bear,DE,19701
A140921,Spriteshine,10 Summit Street ,Eden Prairie,MN,55347
A149721,Tranzim,9260 Galvin Court ,Upland,CA,91784
A143421,Enicious,66 Hillside Drive ,Roy,UT,84067
A181521,Murdock and Nelson,442 Vermont St. ,Santa Cruz,CA,95060
A109521,Shields Pictures,130 Rock Maple Lane ,West Bend,WI,53095
A189121,Padlockurity,472 Gainsway Rd. ,Brainerd,MN,56401
A147521,Silverstones,580 South Brown St. ,Mansfield,MA,02048
A116221,Roncorporation,5 Cedarwood Rd. ,Thomasville,NC,27360
A139421,Overron,440 Hudson Rd. ,Allen Park,MI,48101
A188921,Infralane,836 West Fairway Court ,Melrose,MA,02176
A105021,Gradindo,824 W. Sherwood Drive ,Cumberland,RI,02864
A102521,Hyperescent,230 Trout Rd. ,Uniondale,NY,11553
A154521,Gadgetron Corporation ,9559 Wrangler Avenue ,Ormond Beach,FL,32174
A179921,Albose,71 Poplar Road ,Vienna,VA,22180
A158021,Nirvana Corp.,177 Peachtree Lane ,Groton,CT,06340
A194921,Summit Coms,7 Brown St. ,Merrimack,NH,03054
A190821,Energence,859 Tunnel Drive ,Urbandale,IA,50322
A129621,Vilith,299 8th Court ,Appleton,WI,54911
A115421,Viatouch,9033 West Colonial Ave. ,Mooresville,NC,28115
A116421,Bedo,29 Foxrun Lane ,Severn,MD,21144
A138021,Zero-One Heavy Industry Corporation,195 Wilson Street ,Macungie,PA,18062
A102921,Tanquadjob,516 Rockland St. ,Stoughton,MA,02072
A194421,Cryombo,843 Jockey Hollow Street ,Millville,NJ,08332
A139721,Mediacom,9499 Dogwood Road ,Mentor,OH,44060
A105921,Transose,62 Pennsylvania Drive ,Plainview,NY,11803
A198921,Angelbank,8 Front Avenue ,Sanford,NC,27330
A146321,Planetelectronics,731 Grand Rd. ,Champlin,MN,55316
A198021,Siliconquote,9575 Acacia St. ,Navarre,FL,32566
A160621,Whiteing,888 Hamilton St. ,Monroe Township,NJ,08831
A128721,Euronix,7608 East Birchwood Ave. ,Rockledge,FL,32955
A108321,Mercurtainment,7344 Oakwood Ave. ,Redondo Beach,CA,90278
A165821,Herbshow,895 Parker Rd. ,Saginaw,MI,48601
A184021,Lamtechi,638 Wilson Avenue ,Huntington,NY,11743
A139221,High Tide Industries,737 Sunset Ave. ,Oxon Hill,MD,20745
A112321,Jalane,542 Stonybrook Street ,Zion,IL,60099
A180121,Damstrip,824 Boston Ave. ,Superior,WI,54880
A105621,Lunescent,258 Baker Street ,Westlake,OH,44145
A150521,Lunore,259 South Myers Ave. ,Greenville,NC,27834
A126521,Gorillasearch,435 Jackson Street ,Beckley,WV,25801
A102321,Mathzoom,294 Arlington St. ,Powder Springs,GA,30127
A129921,Saltelectronics,42 Rockaway St. ,Shelton,CT,06484
A178621,Amphita,8536 Mulberry Street ,Carrollton,GA,30117
A198121,Fliva,8816 Old York Drive ,Muskogee,OK,74403
A186821,Waredax,69 Bay Ave. ,San Carlos,CA,94070
A181621,Tempest Foods,977 East Glenholme Road ,Huntley,IL,60142
A142521,Trivee,8930 Big Rock Cove Ave. ,Superior,WI,54880
A104021,Elitelligence,173 Proctor Avenue ,Hartsville,SC,29550
A164121,Coneace,962 Main St. ,Cherry Hill,NJ,08003
A121921,Lot-Techno,766 S. Roehampton Lane ,Salt Lake City,UT,84119
A187121,Falcore,15 Alderwood Street ,Smyrna,GA,30080
A103321,Pedose,65 North Lexington Court ,Hamilton,OH,45011
A112521,Linefax,9894 Lexington Street ,Malvern,PA,19355
A102821,Manutri,7242 South Grant St. ,Maspeth,NY,11378
A137521,Union Aerospace Corporation ,95 Kirkland St. ,Plattsburgh,NY,12901
A110121,Bear Paw ,9575 Campfire Dr. ,Summerfield,FL,34491
A171821,Vaiatrax,8873 Ann Ave. ,Ridgewood,NJ,07450
A131721,Opecone,741 Tailwater Ave. ,Waynesboro,PA,17268
A116921,Sanfix,830 SW. Birchpond Ave. ,Taunton,MA,02780
A106121,Ran-Ware,30 Cottage Street ,Pasadena,MD,21122
A157121,Yeartech,7073 Summerhouse Street ,Flint,MI,48504
A157921,Leopardtechs,8332 Hickory St. ,Valley Stream,NY,11580
A161521,Trueplus,34 Logan Dr. ,Fitchburg,MA,01420
A177521,Lucentware,126 Military Dr. ,Whitestone,NY,11357
A119521,Sheinhardt Wig Company ,32 Wayne St. ,Billerica,MA,01821
A182821,Gizmonic Institute,7847 El Dorado St. ,Chesterfield,VA,23832
A165021,Indigodex,9895 Augusta Lane ,Elizabethton,TN,37643
A158721,Retrombee,248 8th St. ,Thornton,CO,80241
A118821,Cogswell Cogs,9485 Grand Circle ,Princeton,NJ,08540
A128121,The Magic Box,362 Lake View Dr. ,Vernon Rockville,CT,06066
A190721,Dinosecurity,9975 W. Victoria Lane ,Wethersfield,CT,06109
A160221,Conlam,80 Bowman Drive ,Hackettstown,NJ,07840
A161821,Pixelimited,10 Foxrun St. ,Auburndale,FL,33823
A149021,Berrywheels,9572 Myrtle Lane ,Windsor Mill,MD,21244
A117921,Icecaproductions,950 Brown Drive ,Huntsville,AL,35803
A150221,Cliff Technologies,9592 Summer Dr. ,Glendora,CA,91740
A144521,Venture Industries,481 Wood Drive ,Gastonia,NC,28052
A186221,Worldtronics,5 Vermont Dr. ,Chandler,AZ,85224
